,entry_id,e_signed,predicted_results
107,5140623,1,1
108,8295524,0,1
109,4731924,1,1
110,7613690,0,1
111,7198255,1,0
112,6866453,0,1
113,2890270,0,0
114,7483636,1,1
115,9545483,1,0
116,5458247,1,1
117,3045732,0,0
118,5112372,1,1
119,6002567,1,1
120,1505124,0,1
121,9057665,1,1
122,3866685,1,1
123,5969377,1,0
124,3836366,1,0
125,7903783,1,1
126,1111600,1,1
127,1342800,0,0
128,8915972,0,1
129,5289627,1,1
130,8523609,0,1
131,1423581,1,0
132,4614659,1,0
133,3189985,0,1
134,7110785,1,1
135,8695758,1,0
136,9193048,1,1
137,7972282,0,0
138,3838707,1,1
139,3046368,1,1
140,4077828,1,0
141,7011304,1,1
142,1587912,1,1
143,5791625,0,0
144,8248706,0,0
145,3496700,1,1
146,9071787,0,1
147,7302208,0,1
148,4473622,1,0
149,4733042,0,1
150,4357627,0,0
151,2357970,1,1
152,6577095,1,1
153,7444955,1,1
154,4571915,1,1
155,1625621,0,0
156,2829324,0,0
157,4785204,1,1
158,1808576,0,0
159,7739788,1,0
160,4861926,0,0
161,7333734,1,1
162,7172541,1,1
163,8287991,0,1
164,2461825,1,1
165,4365612,0,0
166,2458523,1,0
167,2171173,0,1
168,6097129,0,0
169,4311902,0,1
170,6711553,1,1
171,2678590,0,0
172,5319354,1,1
173,1829648,0,1
174,2253141,1,1
175,5462238,0,0
176,6989346,1,1
177,4504714,0,0
178,8627017,0,1
179,8224481,1,1
180,7021115,1,1
181,3894668,1,0
182,3499861,1,1
183,6206830,1,1
184,9323397,1,0
185,6021284,1,1
186,3966721,1,1
187,8890830,0,0
188,3750385,1,0
189,5858970,0,1
190,5108693,0,0
191,4535141,1,0
192,5948469,0,1
193,3477985,0,0
194,3290066,1,0
195,3294928,0,1
196,6796489,0,1
197,8962905,0,0
198,1480226,1,0
199,2955140,0,1
200,4209463,0,1
201,3659756,1,1
202,7409992,0,1
203,7640514,1,1
204,5733957,1,1
205,7994550,0,1
206,1512353,1,0
207,9476632,1,0
208,3094474,1,0
209,8695396,1,0
210,4925109,0,1
211,2971478,1,0
212,4342792,0,1
213,5735722,0,1
214,2965573,0,1
215,9846699,0,0
216,7723740,0,0
217,4930799,1,0
218,5231903,0,0
219,2266114,0,1
220,4642246,1,1
221,2716086,0,0
222,3090101,0,1
223,1383498,0,0
224,3733763,1,1
225,6945022,0,0
226,7792250,0,1
227,3021991,1,0
228,9244453,0,1
229,6011090,1,1
230,8878509,1,1
231,8333042,0,0
232,5920084,0,1
233,4960296,1,1
234,1754282,1,1
235,3326868,0,0
236,9370310,0,0
237,3214515,1,1
238,4256678,1,1
239,3265322,1,1
240,3765900,1,1
241,4861046,0,1
242,2977725,1,1
243,9531861,1,0
244,1706028,1,0
245,9478708,0,1
246,3317660,0,1
247,2294700,0,0
248,2798290,0,0
249,5639461,1,1
250,8671817,0,0
251,1475556,0,1
252,2015174,1,1
253,5969346,0,1
254,8178937,1,1
255,1530828,0,1
256,2747687,1,1
257,8624862,1,1
258,9417188,0,1
259,5981546,1,0
260,9092917,1,1
261,9415277,0,0
262,2280093,0,1
263,4577704,1,1
264,3169728,0,0
265,8279066,0,1
266,8067398,1,1
267,1988488,0,0
268,2117523,1,1
269,7314191,1,1
270,5690019,0,1
271,5405397,1,1
272,5420334,0,0
273,3552809,1,1
274,7626652,1,0
275,5486000,0,1
276,8390610,0,1
277,8338642,1,1
278,8144585,1,1
279,6480821,0,1
280,4460048,1,1
281,9652999,1,1
282,4775992,1,1
283,2809987,1,1
284,2758512,0,1
285,9081143,0,0
286,8177323,1,1
287,7598257,1,1
288,9271318,1,1
289,2931138,0,0
290,2641806,0,0
291,7554230,1,1
292,3260062,1,1
293,6383560,1,1
294,7932878,1,0
295,2253739,1,1
296,7575708,1,1
297,1687969,0,0
298,7331510,0,0
299,1288670,0,0
300,7828477,0,0
301,7183701,0,1
302,6964638,0,0
303,8030678,1,0
304,5846273,0,0
305,2199594,0,1
306,7683491,0,0
307,2207778,1,0
308,5377524,1,0
309,9152011,0,0
310,6380250,1,0
311,4928009,1,1
312,4290871,1,0
313,6108919,0,0
314,4242976,0,1
315,4151729,0,1
316,7458929,0,1
317,9679755,1,1
318,3652326,0,1
319,7289750,1,1
320,7949113,1,0
321,7334117,1,0
322,3800876,1,1
323,3512434,1,1
324,7599787,0,0
325,6071005,1,1
326,7118808,0,1
327,7757827,1,1
328,3059398,1,1
329,5769161,1,1
330,9552482,1,1
331,2609543,1,0
332,8995364,0,0
333,6497005,0,0
334,1292152,1,0
335,2744698,1,1
336,5215889,1,1
337,3664751,0,1
338,1479740,0,1
339,7048911,0,0
340,3445405,1,1
341,1834384,0,0
342,8613539,0,1
343,7090479,0,0
344,4467714,1,1
345,6043703,0,0
346,3105184,1,1
347,2804306,0,0
348,4895105,0,1
349,7018657,0,0
350,8746611,0,1
351,9358531,0,0
352,6832578,1,1
353,8427040,1,1
354,4931442,0,1
355,8049562,1,1
356,3080534,1,0
357,2339245,0,1
358,5360179,1,1
359,9787566,1,1
360,4037301,0,0
361,5355052,1,1
362,4417052,1,1
363,8762475,0,1
364,5750396,1,0
365,6058293,1,1
366,9253337,1,0
367,1489516,1,1
368,2042006,1,1
369,6375569,0,1
370,1289753,1,1
371,1733729,1,1
372,2108078,0,1
373,6077772,1,0
374,3679671,0,0
375,6559671,1,1
376,7327887,0,0
377,9714178,0,1
378,8719664,1,0
379,3019939,0,1
380,2168329,1,0
381,9400345,1,1
382,9384070,1,0
383,1329178,0,1
384,5212688,1,0
385,9865001,0,1
386,2285006,0,0
387,7716821,0,1
388,7215935,1,0
389,7566460,0,0
390,9382923,0,0
391,4640270,1,1
392,2973016,1,1
393,1782045,1,1
394,8071796,1,1
395,2669390,0,0
396,7982632,1,0
397,4051403,1,1
398,6065355,1,1
399,5404004,0,0
400,6477722,0,0
401,9205645,0,1
402,1725780,1,1
403,1492784,0,0
404,2178392,1,1
405,1876314,1,1
406,6509634,1,1
407,6667709,0,0
408,7177448,0,1
409,2768697,0,0
410,6130954,0,0
411,6407727,1,1
412,4312944,0,0
413,4727527,1,0
414,5008370,1,1
415,9210535,0,1
416,6179413,0,0
417,6401226,0,1
418,8346470,1,1
419,3164648,1,1
420,4142342,0,1
421,4773680,0,1
422,8289215,1,1
423,9713355,0,0
424,7601072,1,1
425,3841896,1,0
426,9393198,1,1
427,7911163,0,0
428,6186483,1,1
429,2179516,1,0
430,8535255,1,0
431,8047611,1,1
432,3487499,1,0
433,4672216,0,0
434,4977888,1,1
435,5640931,1,0
436,5055388,1,1
437,9093624,1,1
438,2438245,1,1
439,1809357,1,0
440,8628020,0,1
441,3085680,1,0
442,6687103,0,1
443,7895490,1,0
444,1891870,0,0
445,7808620,1,1
446,9217693,1,1
447,7974274,1,1
448,5046782,1,1
449,4861319,1,1
450,7487289,0,0
451,8362827,1,1
452,3976715,0,0
453,9479366,1,1
454,8305754,0,0
455,5227365,0,1
456,6267619,1,1
457,2597786,1,1
458,7297611,1,1
459,5406017,1,1
460,4494764,1,1
461,4170906,1,1
462,7149588,1,1
463,3742603,1,1
464,9326111,1,0
465,4306513,1,0
466,9127911,0,1
467,6574405,0,1
468,9084853,0,0
469,4887719,0,0
470,2106545,0,0
471,6827194,1,1
472,6920994,0,0
473,4216734,1,1
474,5364190,1,1
475,1241695,0,0
476,3593241,1,1
477,3165455,0,1
478,4495346,1,1
479,3708620,0,0
480,4012091,1,0
481,3205548,1,1
482,1816024,1,1
483,7281612,0,0
484,6591652,1,1
485,7366249,1,0
486,8230091,1,1
487,2170638,1,0
488,2102860,1,1
489,6863675,1,1
490,3903400,0,0
491,5517583,1,1
492,4591777,1,1
493,2231395,0,0
494,3003395,0,1
495,9159098,1,0
496,5406199,0,0
497,6735189,0,1
498,2750085,1,1
499,3035007,1,1
500,8135797,1,1
501,5053074,0,0
502,1215931,1,1
503,5328025,1,1
504,8251253,1,1
505,7227999,1,1
506,1872781,0,0
507,3187124,0,0
508,6015713,0,0
509,4274577,0,0
510,6565926,1,0
511,2637475,1,1
512,8221640,0,0
513,2881304,1,0
514,5974592,1,1
515,8388084,1,1
516,7514681,0,0
517,1719038,1,1
518,4921583,0,1
519,1326053,1,1
520,9572069,1,1
521,4614898,0,0
522,1712100,0,0
523,7708338,0,1
524,5985152,0,1
525,2161463,1,1
526,1932904,0,1
527,5612086,0,1
528,2723739,0,0
529,5404691,0,1
530,6123334,1,1
531,7807713,1,0
532,7052309,1,1
533,6755440,1,1
534,3778238,0,1
535,2487889,0,1
536,6865002,0,0
537,1408689,0,1
538,6430227,0,0
539,8782098,1,1
540,5432413,1,1
541,2229956,0,0
542,7744027,1,1
543,9003791,1,0
544,9865705,0,0
545,7080966,1,1
546,7416612,0,1
547,8339497,0,0
548,8355563,0,1
549,5170592,1,1
550,8515555,1,0
551,4352796,0,1
552,1407611,1,1
553,9312161,0,0
554,2555330,0,0
555,8555965,1,1
556,2467742,1,1
557,3766910,1,0
558,1672273,0,0
559,6245104,0,0
560,8923101,0,1
561,9597187,1,1
562,5920237,1,1
563,8417556,0,0
564,4986932,1,0
565,2570249,1,0
566,3124938,1,0
567,2010779,0,0
568,6433446,0,0
569,2100808,1,1
570,8576960,0,0
571,8950963,1,1
572,4307456,0,1
573,6583966,0,1
574,8722076,0,1
575,2525033,1,1
576,4048244,1,1
577,6280167,1,1
578,9580434,1,1
579,8279535,1,1
580,6283363,1,1
581,6363784,1,1
582,8769130,1,1
583,3456612,0,0
584,1231775,0,1
585,1488357,1,1
586,3748684,1,1
587,8396121,0,0
588,8821909,1,1
589,9480108,1,1
590,8195400,0,1
591,3668711,0,0
592,8190376,1,1
593,7727850,0,0
594,7539801,1,1
595,5029640,1,0
596,7466648,1,1
597,5491983,1,1
598,7977725,0,1
599,9588604,0,0
600,7333173,1,0
601,8974966,1,1
602,7339567,0,0
603,2501354,1,0
604,1471794,1,1
605,6404998,1,1
606,3387831,1,1
607,7076715,1,1
608,5255771,0,0
609,9354858,0,1
610,8846477,1,1
611,4440730,1,1
612,5038981,0,0
613,3923466,1,1
614,7254045,1,1
615,9759851,0,1
616,6136308,1,1
617,8896244,1,1
618,6752970,1,1
619,9705555,1,1
620,8532425,0,0
621,1545041,0,1
622,1668693,0,0
623,1959032,0,1
624,6504448,0,1
625,4000334,1,0
626,2700425,1,0
627,9530608,1,1
628,1848202,1,1
629,2512232,1,1
630,3345146,1,1
631,5462622,1,1
632,7284344,0,1
633,4825556,1,0
634,4579853,0,1
635,7314432,1,1
636,8242502,0,1
637,8916872,0,1
638,2390585,0,0
639,3828726,0,1
640,5694892,0,1
641,8796738,0,0
642,8689638,1,1
643,2328397,0,1
644,6802765,1,1
645,7628573,1,1
646,6773866,1,1
647,3982482,0,1
648,9162863,0,0
649,7382781,0,0
650,3496246,1,1
651,7376779,0,1
652,5667034,0,1
653,7146815,0,0
654,5703056,0,0
655,7991876,1,1
656,1469690,0,1
657,6334493,1,1
658,3038315,0,0
659,5475488,1,1
660,2291906,0,0
661,4362390,1,1
662,9588689,1,0
663,9857511,1,1
664,8151105,0,0
665,6122040,1,0
666,7997931,0,1
667,1337933,1,1
668,2595497,1,1
669,9312152,1,1
670,6464076,0,0
671,5383261,1,0
672,4895897,0,1
673,2266723,1,1
674,1827946,1,0
675,3005830,0,1
676,1271407,1,1
677,6374824,1,1
678,9259535,1,0
679,7043190,0,1
680,9814931,0,0
681,1296947,0,0
682,5434861,1,1
683,5904754,0,1
684,4492490,1,1
685,1633491,1,1
686,6004541,1,1
687,9234410,1,0
688,7715266,0,0
689,2245245,1,1
690,8671617,1,1
691,8712974,0,0
692,3889401,1,0
693,3890740,1,1
694,9833815,0,0
695,7593369,0,1
696,1529223,0,1
697,1112315,1,1
698,8041013,0,0
699,2342376,1,1
700,2699747,1,1
701,8632173,1,0
702,7116204,0,1
703,2791004,1,1
704,4127413,1,1
705,6064677,1,1
706,5967375,1,1
707,6807716,0,1
708,3585438,1,1
709,3240399,1,1
710,1350162,0,0
711,7676344,1,1
712,4508237,1,1
713,3215684,1,1
714,5408259,0,0
715,6032697,1,1
716,9814992,0,1
717,9360799,0,0
718,6035972,1,1
719,2105203,1,1
720,4511902,0,1
721,4672675,1,1
722,3419410,1,1
723,6992244,0,0
724,9103093,1,0
725,6698011,0,1
726,7391641,1,1
727,2781260,1,0
728,1187334,0,1
729,9384491,1,0
730,2435364,1,1
731,8323756,1,1
732,9841220,0,0
733,9427230,0,1
734,4499912,0,1
735,7374234,1,1
736,3850512,1,1
737,6778954,0,0
738,3203289,0,0
739,2804561,1,0
740,5079535,0,0
741,3545823,0,1
742,7565029,1,1
743,2250756,1,1
744,6520497,0,1
745,7831017,1,1
746,1159933,1,1
747,9742389,0,0
748,3912428,1,1
749,8323072,1,1
750,3988834,0,0
751,9231943,0,1
752,2453340,1,1
753,2819065,1,1
754,4737690,1,1
755,9209967,1,0
756,8415640,1,1
757,8136075,0,1
758,4629324,0,1
759,6659692,1,1
760,4898709,0,0
761,4131497,0,1
762,6675326,1,1
763,4645579,0,0
764,8853470,1,1
765,9845153,1,1
766,9540557,0,0
767,3039302,0,0
768,9303498,0,1
769,7239874,0,0
770,9625138,1,1
771,8472035,0,1
772,5896278,0,1
773,7507843,0,1
774,2098437,0,1
775,9366165,0,1
776,6439811,1,1
777,6477952,0,0
778,8236192,0,1
779,6521033,0,0
780,9298598,1,1
781,4632963,0,0
782,8412409,0,1
783,7504482,1,1
784,9545555,1,1
785,4007692,0,1
786,9369093,0,1
787,8510251,1,1
788,5080761,0,0
789,3177591,0,0
790,3259810,0,0
791,7606927,1,1
792,8868038,1,1
793,8468764,1,1
794,7579250,1,1
795,4228071,0,1
796,9559604,0,1
797,7687565,1,1
798,4831229,0,0
799,1313381,1,1
800,1402020,0,1
801,4460585,0,1
802,3014714,0,1
803,6231857,0,1
804,4711867,0,1
805,1935896,0,1
806,8583559,1,1
807,6267714,0,1
808,8985572,1,1
809,2322822,1,1
810,3221271,1,1
811,5525375,1,1
812,6216391,1,0
813,7470766,0,1
814,1453044,1,0
815,7785568,0,1
816,2383162,0,1
817,6282157,0,0
818,9159408,0,1
819,6509449,1,1
820,8719174,1,0
821,7144923,1,1
822,2539041,1,1
823,3132076,0,0
824,9773694,0,1
825,4063440,0,1
826,9404107,0,0
827,8393298,1,0
828,4557860,0,1
829,7692123,1,1
830,3979128,1,1
831,6860110,0,0
832,9562161,0,0
833,3528036,1,1
834,3125045,1,1
835,7953702,1,0
836,7876233,1,1
837,6674827,0,1
838,3838968,0,1
839,5116647,1,1
840,3349357,1,1
841,9750484,1,1
842,4958485,1,1
843,3896648,0,0
844,3264232,0,0
845,8852308,1,0
846,3292274,1,1
847,3882004,0,1
848,7984899,1,0
849,9085746,0,1
850,7178834,0,0
851,5633353,1,0
852,2753911,1,0
853,7548803,1,1
854,5169182,0,1
855,5660189,0,0
856,6034921,1,1
857,4927592,0,1
858,4846691,0,1
859,9978797,0,1
860,3589944,0,1
861,3752750,1,1
862,4424825,0,0
863,3680680,0,1
864,3220855,1,1
865,1656355,1,1
866,9914388,1,0
867,5929192,1,1
868,7929241,0,1
869,5339472,0,1
870,3044223,1,1
871,4966385,1,1
872,1162494,0,1
873,8639051,0,0
874,8032478,0,1
875,4077776,1,0
876,7065617,0,1
877,7230184,1,1
878,2819716,0,1
879,3515050,0,1
880,2311542,1,1
881,8193548,1,0
882,2721956,1,1
883,5097881,0,0
884,6387530,1,1
885,6491251,1,1
886,1699667,0,0
887,3340119,0,0
888,5076859,1,1
889,2358341,0,0
890,5792630,1,0
891,8980712,1,1
892,5382253,0,1
893,8279352,1,1
894,2793180,0,1
895,5710791,1,0
896,1281507,0,0
897,1244977,0,0
898,1987118,1,0
899,2633781,1,0
900,6907654,0,0
901,3897697,1,0
902,2559753,1,1
903,3473998,0,0
904,7187416,1,1
905,3596244,0,1
906,8934296,0,0
907,5188822,1,0
908,9595021,0,1
909,6719214,0,1
910,5583001,0,1
911,6136587,0,1
912,2241656,0,0
913,6902179,1,0
914,7164379,0,1
915,2320575,0,1
916,4176804,1,1
917,4293791,0,0
918,4600334,1,1
919,6363420,1,0
920,9281877,0,0
921,7033665,1,0
922,7355705,0,0
923,4916741,1,1
924,7833425,1,1
925,4317816,0,1
926,2596490,1,1
927,8441211,0,1
928,8100304,1,1
929,7642433,0,0
930,5304972,1,1
931,2447038,1,0
932,6955930,1,1
933,3557065,1,1
934,9765233,1,1
935,9035411,1,1
936,7131131,1,1
937,3735958,1,0
938,8081462,0,0
939,2793145,1,1
940,6174163,0,1
941,3684865,1,0
942,8598264,1,1
943,3902625,0,0
944,1963747,1,1
945,6625369,1,1
946,5053093,1,1
947,5796350,0,0
948,1922705,1,1
949,1932655,1,1
950,1570091,1,0
951,1996720,0,0
952,2524159,1,1
953,8460009,0,0
954,4256522,0,0
955,6087156,1,1
956,3863868,0,1
957,4242376,1,0
958,3262850,1,1
959,7535112,0,1
960,8986153,1,1
961,6422517,1,1
962,4078915,1,1
963,1579622,0,0
964,5126781,1,1
965,9313478,1,1
966,6103022,0,1
967,1507865,1,1
968,3975529,1,1
969,3369901,1,0
970,2596261,1,1
971,1835064,1,0
972,1341234,1,1
973,9055772,1,1
974,3895202,0,1
975,6675777,1,1
976,8731731,0,0
977,2140209,0,0
978,8435183,1,1
979,5609367,0,1
980,5646234,1,1
981,2433197,0,1
982,4711498,1,1
983,2062958,1,1
984,3952149,0,1
985,8677138,1,0
986,7481581,1,1
987,4725309,1,1
988,7574560,0,1
989,3316684,0,0
990,8416539,0,0
991,7537835,1,1
992,5072325,0,1
993,7331222,0,1
994,4276145,0,1
995,2205586,1,0
996,2062196,0,0
997,2430824,0,0
998,6870234,1,0
999,7646473,1,1
1000,1469923,1,1
1001,3663970,1,1
1002,3576995,1,1
1003,7918365,1,1
1004,9579656,1,1
1005,5896278,1,1
1006,3728671,0,1
1007,2602703,0,0
1008,8775859,1,1
1009,2013450,1,1
1010,3834882,1,1
1011,4791769,0,0
1012,7352099,0,1
1013,5478296,0,1
1014,5439764,0,1
1015,4291774,1,0
1016,8678024,1,0
1017,1256266,1,0
1018,3451811,1,1
1019,4392299,1,1
1020,2790351,1,1
1021,4758475,1,0
1022,2753435,1,1
1023,5116683,0,0
1024,3005304,0,0
1025,9251489,0,1
1026,2689587,1,1
1027,6128903,1,1
1028,8107297,1,0
1029,2951393,1,1
1030,1204640,0,1
1031,9751265,1,1
1032,9585710,0,0
1033,6154552,1,1
1034,8431738,1,1
1035,1950765,1,0
1036,5596648,1,0
1037,1658087,0,0
1038,2193576,1,0
1039,8149150,1,0
1040,2926659,0,1
1041,8280990,1,1
1042,5421126,0,1
1043,3694156,1,1
1044,5005004,0,1
1045,2618346,1,0
1046,1582693,1,0
1047,2512202,0,1
1048,8594066,0,1
1049,9806883,0,1
1050,6875382,0,1
1051,8153730,1,1
1052,9347077,1,0
1053,3860500,1,1
1054,9050360,1,1
1055,6463120,0,0
1056,4948941,1,1
1057,7185364,1,1
1058,5237930,1,1
1059,2809004,1,1
1060,4536884,1,1
1061,2452241,0,1
1062,2560519,1,1
1063,9412630,0,0
1064,6750166,0,0
1065,5187804,0,1
1066,9503227,0,0
1067,5999265,0,1
1068,5166873,0,0
1069,3240672,1,0
1070,6701122,0,1
1071,5921407,1,1
1072,7184081,1,1
1073,4378557,1,1
1074,6342799,1,1
1075,6579873,0,0
1076,8528266,1,1
1077,2290559,0,1
1078,9412946,1,1
1079,3103692,0,1
1080,7572388,0,1
1081,7849406,1,0
1082,6653143,0,0
1083,3251212,0,1
1084,7845344,1,1
1085,8566328,1,0
1086,1753615,1,1
1087,9455251,0,1
1088,1994386,1,0
1089,4299544,1,0
1090,3007881,1,0
1091,9869147,1,0
1092,3415666,0,1
1093,5534297,1,1
1094,8947076,0,1
1095,3769730,1,1
1096,9897905,0,1
1097,8407618,1,1
1098,2754261,1,1
1099,9811833,1,1
1100,8771549,0,0
1101,4163850,0,1
1102,8563866,1,1
1103,6200035,1,1
1104,6707064,0,0
1105,8490936,1,0
1106,3634045,0,1
1107,2464535,1,1
1108,7535042,0,0
1109,9301398,0,0
1110,6248402,0,0
1111,6129965,1,1
1112,9784714,1,1
1113,3758842,1,0
1114,1781698,1,1
1115,6412780,0,0
1116,6023682,1,1
1117,9451353,1,1
1118,6367434,1,0
1119,6238409,1,1
1120,8628182,0,0
1121,6055430,1,0
1122,8929914,1,0
1123,9799733,1,1
1124,7062673,1,0
1125,8106891,0,1
1126,7566598,0,0
1127,6513681,1,1
1128,3356338,0,1
1129,6407288,0,0
1130,1255205,0,1
1131,4962814,0,1
1132,4048627,1,1
1133,2487942,0,0
1134,4249806,0,0
1135,2542984,0,0
1136,3390353,0,0
1137,2850098,0,1
1138,2009764,0,1
1139,8481180,0,0
1140,2922143,1,1
1141,7781229,1,0
1142,9512492,1,0
1143,9444170,0,1
1144,1288219,0,0
1145,7767209,0,1
1146,1415770,0,0
1147,2842718,1,1
1148,1550976,0,1
1149,8095885,1,0
1150,3916516,1,0
1151,8120284,0,0
1152,1839884,0,0
1153,3279469,1,0
1154,1618359,1,0
1155,1718777,0,1
1156,5113361,0,0
1157,6781131,0,0
1158,3464550,1,0
1159,6682486,1,1
1160,2219513,0,1
1161,8629363,0,1
1162,7352198,1,1
1163,8527324,1,1
1164,8382052,1,1
1165,7373311,0,1
1166,4823535,1,1
1167,8809306,0,0
1168,3084764,0,0
1169,5703487,1,0
1170,8575702,1,1
1171,7253272,1,1
1172,1220457,1,1
1173,5827901,0,1
1174,3080768,1,1
1175,3587310,1,1
1176,2173521,1,1
1177,3907332,0,0
1178,8501881,1,1
1179,3905610,1,1
1180,1181852,1,1
1181,8135271,1,0
1182,1976921,1,1
1183,8939122,1,1
1184,3121424,0,0
1185,9736732,1,1
1186,1621201,0,1
1187,1326680,0,1
1188,7291131,1,1
1189,5206348,0,0
1190,4151960,0,1
1191,1706888,1,0
1192,5861572,0,0
1193,9806402,0,0
1194,8337407,1,0
1195,9887695,0,1
1196,8212483,1,1
1197,5574181,0,0
1198,6427339,1,1
1199,9297124,0,1
1200,2728084,1,1
1201,3942573,0,0
1202,5035228,0,1
1203,9211636,0,1
1204,7100872,1,1
1205,4545854,0,0
1206,7729293,0,1
1207,2400065,0,0
1208,6299019,0,1
1209,6553169,0,1
1210,5444680,0,1
1211,6205479,0,1
1212,8612167,1,1
1213,9552862,0,1
1214,8131177,0,0
1215,6859829,1,1
1216,7838842,0,0
1217,3479567,0,1
1218,5413098,0,0
1219,7330027,1,0
1220,1790020,1,0
1221,2268149,0,1
1222,8469936,0,1
1223,6056016,0,1
1224,3365534,0,1
1225,1905867,0,0
1226,5464388,1,1
1227,8019383,1,1
1228,7021422,1,1
1229,6148809,0,1
1230,5190565,0,0
1231,6235249,1,1
1232,1348769,1,1
1233,1531542,1,0
1234,1732604,1,0
1235,3359500,0,0
1236,9270923,1,1
1237,9687424,1,1
1238,7650908,1,0
1239,8604240,0,1
1240,7748807,1,1
1241,3683336,0,0
1242,4488901,0,0
1243,3646671,1,1
1244,1775922,1,0
1245,9393416,1,0
1246,5633775,0,1
1247,7034176,0,0
1248,7038807,0,1
1249,2406449,1,1
1250,7625959,1,1
1251,7201514,1,0
1252,8724056,1,1
1253,3526967,1,0
1254,2301687,0,1
1255,8707525,0,1
1256,2264034,1,1
1257,1845073,1,1
1258,5041715,0,1
1259,5301325,0,0
1260,3943571,0,0
1261,2689240,1,0
1262,9508920,1,1
1263,5982823,1,1
1264,8425265,0,0
1265,9065463,1,1
1266,8359533,0,1
1267,2687555,1,0
1268,6128590,1,1
1269,9135071,1,1
1270,8214533,0,0
1271,3864706,1,1
1272,3391291,0,0
1273,8939661,1,1
1274,9020033,1,1
1275,4356708,0,0
1276,6023634,0,0
1277,3994506,0,0
1278,2120242,0,0
1279,2285370,1,1
1280,1438409,0,0
1281,3304564,1,1
1282,8621198,0,0
1283,7267959,1,1
1284,9031307,0,1
1285,8208377,1,0
1286,7581933,1,1
1287,8773392,1,1
1288,9630383,1,1
1289,8607991,0,0
1290,2441110,1,1
1291,2458647,1,1
1292,1424382,1,0
1293,6778048,1,1
1294,7018695,0,1
1295,9508490,0,1
1296,7381659,1,0
1297,6559778,0,1
1298,3163582,0,0
1299,6920367,0,0
1300,6871209,0,1
1301,8201403,1,1
1302,2978700,0,0
1303,2453828,1,0
1304,8893200,0,0
1305,4091387,0,1
1306,6048131,1,1
1307,2808125,0,0
1308,4564003,0,0
1309,7298970,0,0
1310,5165692,1,0
1311,1506751,1,1
1312,5889376,1,1
1313,1892315,0,0
1314,2602766,1,1
1315,6592551,0,0
1316,9627999,0,0
1317,7843594,0,0
1318,9133054,0,0
1319,2925086,0,0
1320,4466932,1,1
1321,6881872,0,1
1322,5354072,1,1
1323,9542787,1,1
1324,3054486,1,1
1325,8154699,1,1
1326,7964730,1,1
1327,1183907,0,1
1328,8033275,1,1
1329,7247303,1,1
1330,7089882,1,1
1331,4408412,0,0
1332,4035508,1,0
1333,8082734,0,1
1334,7685809,0,1
1335,5126833,1,1
1336,6104387,1,1
1337,2399717,1,1
1338,5780253,1,1
1339,6656748,0,1
1340,3915227,1,1
1341,5969674,1,1
1342,3690844,1,1
1343,6224125,1,0
1344,5483512,0,0
1345,8026352,0,1
1346,4691332,1,1
1347,9689646,1,1
1348,2312923,0,1
1349,6573545,0,1
1350,9444033,1,1
1351,8507113,0,0
1352,8935152,0,0
1353,2148138,0,1
1354,3402818,1,1
1355,7866129,1,1
1356,6794294,1,1
1357,8697755,0,1
1358,9382240,1,1
1359,6352885,1,1
